content,place,year,month,content_token,negative,neutral,positive,compound,comp_score
weak kai like e make stop sometin,africa,2018,November,"['weak', 'kai', 'like', 'e', 'make', 'stop', 'sometin']",0.481,0.283,0.236,-0.3818,negative
much hoax bs made al bore,africa,2018,November,"['much', 'hoax', 'bs', 'made', 'al', 'bore']",0.506,0.494,0.0,-0.4767,negative
biggest hoaxes ever pulled,africa,2018,November,"['biggest', 'hoaxes', 'ever', 'pulled']",0.0,1.0,0.0,0.0,neutral
flip side never knew nigeria much coal wow something could used since china india started mismanagement gone country sha,africa,2018,November,"['flip', 'side', 'never', 'knew', 'nigeria', 'much', 'coal', 'wow', 'something', 'could', 'used', 'since', 'china', 'india', 'started', 'mismanagement', 'gone', 'country', 'sha']",0.0,0.826,0.174,0.5859,positive
darcekid baba done mess cock thinking,africa,2018,November,"['darcekid', 'baba', 'done', 'mess', 'cock', 'thinking']",0.506,0.494,0.0,-0.4767,negative
ramification planet hotter yesterday nothing rhetoric denial makes worse action needed immediately,africa,2018,November,"['ramification', 'planet', 'hotter', 'yesterday', 'nothing', 'rhetoric', 'denial', 'makes', 'worse', 'action', 'needed', 'immediately']",0.22,0.78,0.0,-0.4767,negative
greenhouse effects increase ever daily basis plant tree today mini garden save warmingespecially part,africa,2018,November,"['greenhouse', 'effects', 'increase', 'ever', 'daily', 'basis', 'plant', 'tree', 'today', 'mini', 'garden', 'save', 'warmingespecially', 'part']",0.0,0.686,0.314,0.6705,positive
real,africa,2018,November,['real'],0.0,1.0,0.0,0.0,neutral
increasing cost electric grid power fluctuation effects solar energy best solution curb thisgadgetronix supply install solar power energy affordable recurring cost installed,africa,2018,November,"['increasing', 'cost', 'electric', 'grid', 'power', 'fluctuation', 'effects', 'solar', 'energy', 'best', 'solution', 'curb', 'thisgadgetronix', 'supply', 'install', 'solar', 'power', 'energy', 'affordable', 'recurring', 'cost', 'installed']",0.0,0.627,0.373,0.8658,positive
dey hia better things chale eg adentamadina footbridges solution etc etc come bring sexuality nkwasiasem biaa,africa,2018,November,"['dey', 'hia', 'better', 'things', 'chale', 'eg', 'adentamadina', 'footbridges', 'solution', 'etc', 'etc', 'come', 'bring', 'sexuality', 'nkwasiasem', 'biaa']",0.0,0.729,0.271,0.6369,positive
haya mimi ben politely trying get white cap guy wholl talk oh sigmund freud future humanity,africa,2018,November,"['haya', 'mimi', 'ben', 'politely', 'trying', 'get', 'white', 'cap', 'guy', 'wholl', 'talk', 'oh', 'sigmund', 'freud', 'future', 'humanity']",0.0,1.0,0.0,0.0,neutral
im one blamed,africa,2018,November,"['im', 'one', 'blamed']",0.608,0.392,0.0,-0.4767,negative
move 15 degrees country regards problem actions causing need practice proper ways preserving environment,africa,2018,November,"['move', '15', 'degrees', 'country', 'regards', 'problem', 'actions', 'causing', 'need', 'practice', 'proper', 'ways', 'preserving', 'environment']",0.172,0.828,0.0,-0.4019,negative
meanwhile prince charles reechoed impact world population,africa,2018,November,"['meanwhile', 'prince', 'charles', 'reechoed', 'impact', 'world', 'population']",0.0,1.0,0.0,0.0,neutral
egypt smells like,africa,2018,October,"['egypt', 'smells', 'like']",0.0,0.444,0.556,0.3612,positive
extra hot seasons changed flash floods ice cap melting reverse slow things,africa,2018,October,"['extra', 'hot', 'seasons', 'changed', 'flash', 'floods', 'ice', 'cap', 'melting', 'reverse', 'slow', 'things']",0.0,1.0,0.0,0.0,neutral
population explosion factors,africa,2018,October,"['population', 'explosion', 'factors']",0.0,1.0,0.0,0.0,neutral
real damn weather,africa,2018,October,"['real', 'damn', 'weather']",0.574,0.426,0.0,-0.4019,negative
real check,africa,2018,October,"['real', 'check']",0.0,1.0,0.0,0.0,neutral
world look like stop,africa,2018,October,"['world', 'look', 'like', 'stop']",0.328,0.299,0.373,0.0772,neutral
born cool,africa,2018,October,"['born', 'cool']",0.0,0.303,0.697,0.3182,positive
receive calls past 10i aint taking calls past 10no aint special past 10dont asking aint picking past 10dont call past 10what news must share cant wait till morning cure cancer solution,africa,2018,October,"['receive', 'calls', 'past', '10i', 'aint', 'taking', 'calls', 'past', '10no', 'aint', 'special', 'past', '10dont', 'asking', 'aint', 'picking', 'past', '10dont', 'call', 'past', '10what', 'news', 'must', 'share', 'cant', 'wait', 'till', 'morning', 'cure', 'cancer', 'solution']",0.174,0.708,0.118,-0.4867,negative
africa continues set back world comes tackling co2 emissions plastics pollution etc quite unfortunate,africa,2018,October,"['africa', 'continues', 'set', 'back', 'world', 'comes', 'tackling', 'co2', 'emissions', 'plastics', 'pollution', 'etc', 'quite', 'unfortunate']",0.202,0.798,0.0,-0.5095,negative
im sorry warmingsorry jos killingssorry decrease standard education ampobiligated,africa,2018,October,"['im', 'sorry', 'warmingsorry', 'jos', 'killingssorry', 'decrease', 'standard', 'education', 'ampobiligated']",0.14,0.86,0.0,-0.0772,neutral
ldc group strategic discussion preparing amp ldc highlevel ministerial meeting next weekthe urgent call finalizing implementation guideline amp implement action put towards pathways limit 15c,africa,2018,October,"['ldc', 'group', 'strategic', 'discussion', 'preparing', 'amp', 'ldc', 'highlevel', 'ministerial', 'meeting', 'next', 'weekthe', 'urgent', 'call', 'finalizing', 'implementation', 'guideline', 'amp', 'implement', 'action', 'put', 'towards', 'pathways', 'limit', '15c']",0.0,0.93,0.07,0.2023,neutral
guy slowly becoming dangerous,africa,2018,October,"['guy', 'slowly', 'becoming', 'dangerous']",0.508,0.492,0.0,-0.4767,negative
real scary impacts already much coming way join hands together achieve sustainable development goals sdgs set un recent ch report really frightening,africa,2018,October,"['real', 'scary', 'impacts', 'already', 'much', 'coming', 'way', 'join', 'hands', 'together', 'achieve', 'sustainable', 'development', 'goals', 'sdgs', 'set', 'un', 'recent', 'ch', 'report', 'really', 'frightening']",0.24,0.681,0.079,-0.6697,negative
adopt certain basic environmental friendly practices helps curb plant tree recycle disposables revert renewable energy afford reduce burning fossil fuels also importantly preach gospel,africa,2018,October,"['adopt', 'certain', 'basic', 'environmental', 'friendly', 'practices', 'helps', 'curb', 'plant', 'tree', 'recycle', 'disposables', 'revert', 'renewable', 'energy', 'afford', 'reduce', 'burning', 'fossil', 'fuels', 'also', 'importantly', 'preach', 'gospel']",0.0,0.562,0.438,0.9001,positive
threedegree world cities drowned,africa,2018,October,"['threedegree', 'world', 'cities', 'drowned']",0.565,0.435,0.0,-0.5994,negative
disciplined dosuccess far,africa,2018,October,"['disciplined', 'dosuccess', 'far']",0.0,1.0,0.0,0.0,neutral
amihere look hot beautiful probably reason,africa,2018,October,"['amihere', 'look', 'hot', 'beautiful', 'probably', 'reason']",0.0,0.562,0.438,0.5994,positive
yhhreason,africa,2018,September,['yhhreason'],0.0,1.0,0.0,0.0,neutral
slutty excellent costume idea,africa,2018,September,"['slutty', 'excellent', 'costume', 'idea']",0.367,0.222,0.411,0.1027,neutral
want opportunity ask excellency plans tackle flood lagos due hear watch states suffering flood like anambra kogi kaduna etc,africa,2018,September,"['want', 'opportunity', 'ask', 'excellency', 'plans', 'tackle', 'flood', 'lagos', 'due', 'hear', 'watch', 'states', 'suffering', 'flood', 'like', 'anambra', 'kogi', 'kaduna', 'etc']",0.114,0.515,0.371,0.7184,positive
one themost politically polarizing issuesin usfrom gallup polling 8 10 democrats think demonstrated third republicans agree,africa,2018,September,"['one', 'themost', 'politically', 'polarizing', 'issuesin', 'usfrom', 'gallup', 'polling', '8', '10', 'democrats', 'think', 'demonstrated', 'third', 'republicans', 'agree']",0.0,0.848,0.152,0.3612,positive
discussing ozone layer depletion relationship impact flooding ther crises stella oluoma greetings fm 1057,africa,2018,September,"['discussing', 'ozone', 'layer', 'depletion', 'relationship', 'impact', 'flooding', 'ther', 'crises', 'stella', 'oluoma', 'greetings', 'fm', '1057']",0.0,0.823,0.177,0.4215,positive
joke stand entire planet country going suffer extremely single fund support unfccc paris agreement usa come back help establish common well,africa,2018,September,"['joke', 'stand', 'entire', 'planet', 'country', 'going', 'suffer', 'extremely', 'single', 'fund', 'support', 'unfccc', 'paris', 'agreement', 'usa', 'come', 'back', 'help', 'establish', 'common', 'well']",0.111,0.474,0.416,0.8255,positive
next energy believe transportation contributes highest emissions carpooling bike riding mass public transportation help breathe fresher air mitigate,africa,2018,September,"['next', 'energy', 'believe', 'transportation', 'contributes', 'highest', 'emissions', 'carpooling', 'bike', 'riding', 'mass', 'public', 'transportation', 'help', 'breathe', 'fresher', 'air', 'mitigate']",0.0,0.769,0.231,0.5859,positive
big thanks man like ryand007 confirmed hustle dope shit way dubai international link bio igboefon lagos nigeria,africa,2018,September,"['big', 'thanks', 'man', 'like', 'ryand007', 'confirmed', 'hustle', 'dope', 'shit', 'way', 'dubai', 'international', 'link', 'bio', 'igboefon', 'lagos', 'nigeria']",0.157,0.609,0.235,0.2023,neutral
ifpeople always assume biggest threat humanity diseases wild animals reality biggest threats,africa,2018,September,"['ifpeople', 'always', 'assume', 'biggest', 'threat', 'humanity', 'diseases', 'wild', 'animals', 'reality', 'biggest', 'threats']",0.383,0.617,0.0,-0.7351,negative
queenkarma africa affected ur books read saddest preach gay practice married kids open ur eyes human extinction,africa,2018,September,"['queenkarma', 'africa', 'affected', 'ur', 'books', 'read', 'saddest', 'preach', 'gay', 'practice', 'married', 'kids', 'open', 'ur', 'eyes', 'human', 'extinction']",0.272,0.728,0.0,-0.6808,negative
orprah kanye j cole nicky minaj meek mill else,africa,2018,September,"['orprah', 'kanye', 'j', 'cole', 'nicky', 'minaj', 'meek', 'mill', 'else']",0.0,1.0,0.0,0.0,neutral
flat earthers one dumbest groups people ever right next people believe,africa,2018,September,"['flat', 'earthers', 'one', 'dumbest', 'groups', 'people', 'ever', 'right', 'next', 'people', 'believe']",0.248,0.752,0.0,-0.5106,negative
kiski moment hundreds butterfly varieties gone extinct time due degradation natural habitats toxic chemicals farming moths think lesser varieties,africa,2018,September,"['kiski', 'moment', 'hundreds', 'butterfly', 'varieties', 'gone', 'extinct', 'time', 'due', 'degradation', 'natural', 'habitats', 'toxic', 'chemicals', 'farming', 'moths', 'think', 'lesser', 'varieties']",0.148,0.742,0.109,-0.2263,neutral
honestly gave warning warmingi wasnt expectingthree days constant rainfall abuja earth trauma,africa,2018,September,"['honestly', 'gave', 'warning', 'warmingi', 'wasnt', 'expectingthree', 'days', 'constant', 'rainfall', 'abuja', 'earth', 'trauma']",0.302,0.523,0.174,-0.296,neutral
ever heard,africa,2018,September,"['ever', 'heard']",0.0,1.0,0.0,0.0,neutral
people want make minds,africa,2018,September,"['people', 'want', 'make', 'minds']",0.0,0.698,0.302,0.0772,neutral
70 ordinary shaking abuja leaders pee knicker come dey talk,africa,2018,September,"['70', 'ordinary', 'shaking', 'abuja', 'leaders', 'pee', 'knicker', 'come', 'dey', 'talk']",0.159,0.841,0.0,-0.1779,neutral
absolutely right mr obama disaster whole world also united states america biggest factories world must participate financially 60 budget,africa,2018,September,"['absolutely', 'right', 'mr', 'obama', 'disaster', 'whole', 'world', 'also', 'united', 'states', 'america', 'biggest', 'factories', 'world', 'must', 'participate', 'financially', '60', 'budget']",0.172,0.711,0.117,-0.3182,negative
make canada habitable make africa less habitablelife fair get life,africa,2018,September,"['make', 'canada', 'habitable', 'make', 'africa', 'less', 'habitablelife', 'fair', 'get', 'life']",0.0,0.817,0.183,0.2551,neutral
need start seeing humans talk common goals like amp world peacehappy belated international peace day,africa,2018,September,"['need', 'start', 'seeing', 'humans', 'talk', 'common', 'goals', 'like', 'amp', 'world', 'peacehappy', 'belated', 'international', 'peace', 'day']",0.0,0.684,0.316,0.7184,positive
love illustration,africa,2018,September,"['love', 'illustration']",0.0,0.192,0.808,0.6369,positive
apc broken promises trashed hopes political prostitution pollute good governance ahead,africa,2018,September,"['apc', 'broken', 'promises', 'trashed', 'hopes', 'political', 'prostitution', 'pollute', 'good', 'governance', 'ahead']",0.309,0.29,0.401,0.2263,neutral
action needed combart already made contribution planting trees eastern uganda support make impact magnificent,africa,2018,September,"['action', 'needed', 'combart', 'already', 'made', 'contribution', 'planting', 'trees', 'eastern', 'uganda', 'support', 'make', 'impact', 'magnificent']",0.0,0.645,0.355,0.765,positive
humans vs,africa,2018,September,"['humans', 'vs']",0.0,1.0,0.0,0.0,neutral
protect world damage already doneits scary dis thick ice melting,africa,2018,September,"['protect', 'world', 'damage', 'already', 'doneits', 'scary', 'dis', 'thick', 'ice', 'melting']",0.4,0.438,0.163,-0.5859,negative
everyday calm answer tseewww,africa,2018,August,"['everyday', 'calm', 'answer', 'tseewww']",0.0,0.566,0.434,0.3182,positive
remember al gore katharine hayhoe told record snowfall erie pa proof never mind,africa,2018,August,"['remember', 'al', 'gore', 'katharine', 'hayhoe', 'told', 'record', 'snowfall', 'erie', 'pa', 'proof', 'never', 'mind']",0.0,1.0,0.0,0.0,neutral
amalcolm citing icr explain evolution lie akin citing flat earth institute concerning lie,africa,2018,August,"['amalcolm', 'citing', 'icr', 'explain', 'evolution', 'lie', 'akin', 'citing', 'flat', 'earth', 'institute', 'concerning', 'lie']",0.0,1.0,0.0,0.0,neutral
roadsafety,africa,2018,August,['roadsafety'],0.0,1.0,0.0,0.0,neutral
becoming threat something,africa,2018,August,"['becoming', 'threat', 'something']",0.63,0.37,0.0,-0.5267,negative
coal energy one main contributors get rid,africa,2018,August,"['coal', 'energy', 'one', 'main', 'contributors', 'get', 'rid']",0.0,0.741,0.259,0.2732,neutral
followup includes plants earth realiser,africa,2018,August,"['followup', 'includes', 'plants', 'earth', 'realiser']",0.0,1.0,0.0,0.0,neutral
discussed donald trump 8yearold son today particularly relation conclusion top trumps style,africa,2018,August,"['discussed', 'donald', 'trump', '8yearold', 'son', 'today', 'particularly', 'relation', 'conclusion', 'top', 'trumps', 'style']",0.0,0.842,0.158,0.2648,neutral
europe hitting record high temperatures herei guess harmattan didnt get memo,africa,2018,August,"['europe', 'hitting', 'record', 'high', 'temperatures', 'herei', 'guess', 'harmattan', 'didnt', 'get', 'memo']",0.0,1.0,0.0,0.0,neutral
lakini heat already hell,africa,2018,August,"['lakini', 'heat', 'already', 'hell']",0.605,0.395,0.0,-0.6808,negative
wonderful tackled true entrepreneurial spirit good luck emmanuel team good creating enabling environment,africa,2018,August,"['wonderful', 'tackled', 'true', 'entrepreneurial', 'spirit', 'good', 'luck', 'emmanuel', 'team', 'good', 'creating', 'enabling', 'environment']",0.0,0.238,0.762,0.9531,positive
long ago early warnings included predictions responsible temperate british isles risk damage would produce extreme weather britain,africa,2018,July,"['long', 'ago', 'early', 'warnings', 'included', 'predictions', 'responsible', 'temperate', 'british', 'isles', 'risk', 'damage', 'would', 'produce', 'extreme', 'weather', 'britain']",0.329,0.57,0.101,-0.6369,negative
really love track define rap replay thru nightit caused vocal room heat coming track,africa,2018,July,"['really', 'love', 'track', 'define', 'rap', 'replay', 'thru', 'nightit', 'caused', 'vocal', 'room', 'heat', 'coming', 'track']",0.0,0.743,0.257,0.6697,positive
sweater mombasa,africa,2018,July,"['sweater', 'mombasa']",0.0,1.0,0.0,0.0,neutral
mans hot make shi pass,africa,2018,July,"['mans', 'hot', 'make', 'shi', 'pass']",0.0,1.0,0.0,0.0,neutral
renewable energy resources promotion long term solution protect forest resources together reduction also reduced woody fuel dependence,africa,2018,July,"['renewable', 'energy', 'resources', 'promotion', 'long', 'term', 'solution', 'protect', 'forest', 'resources', 'together', 'reduction', 'also', 'reduced', 'woody', 'fuel', 'dependence']",0.0,0.667,0.333,0.7184,positive
killing movesps hot increasing insta post,africa,2018,July,"['killing', 'movesps', 'hot', 'increasing', 'insta', 'post']",0.468,0.532,0.0,-0.6597,negative
nations gradually reduce globalwarminginducing hfcs 80 next,africa,2018,July,"['nations', 'gradually', 'reduce', 'globalwarminginducing', 'hfcs', '80', 'next']",0.0,1.0,0.0,0.0,neutral
new childish gambino feels like summer,africa,2018,July,"['new', 'childish', 'gambino', 'feels', 'like', 'summer']",0.253,0.46,0.287,0.0772,neutral
light rail project abuja nigeria welcome developmentthis help decongest many automobile vehicles run fossil fuel emit co2 contribute warminglet nigera rail systemscongratulations abuja,africa,2018,July,"['light', 'rail', 'project', 'abuja', 'nigeria', 'welcome', 'developmentthis', 'help', 'decongest', 'many', 'automobile', 'vehicles', 'run', 'fossil', 'fuel', 'emit', 'co2', 'contribute', 'warminglet', 'nigera', 'rail', 'systemscongratulations', 'abuja']",0.0,0.787,0.213,0.6908,positive
nigeria needs 142million tackle sept 10 2016 nigeria needs 142billion tackle sept 27 2017,africa,2018,July,"['nigeria', 'needs', '142million', 'tackle', 'sept', '10', '2016', 'nigeria', 'needs', '142billion', 'tackle', 'sept', '27', '2017']",0.0,1.0,0.0,0.0,neutral
people ever seen video pulse live kenyans funny af,africa,2018,July,"['people', 'ever', 'seen', 'video', 'pulse', 'live', 'kenyans', 'funny', 'af']",0.0,0.734,0.266,0.4404,positive
archive year find 2035 3025 humanity wiped outdid winis democracy still thing generally richer poverty still prevalent troland drump die gruesome death lived grandchildren sold slaves,africa,2018,July,"['archive', 'year', 'find', '2035', '3025', 'humanity', 'wiped', 'outdid', 'winis', 'democracy', 'still', 'thing', 'generally', 'richer', 'poverty', 'still', 'prevalent', 'troland', 'drump', 'die', 'gruesome', 'death', 'lived', 'grandchildren', 'sold', 'slaves']",0.304,0.603,0.093,-0.8271,negative
saudi arabia part solution tackle alfalih,africa,2018,July,"['saudi', 'arabia', 'part', 'solution', 'tackle', 'alfalih']",0.0,0.685,0.315,0.3182,positive
need bring,africa,2018,July,"['need', 'bring']",0.0,1.0,0.0,0.0,neutral
5bglobal future threat present day reality must understand biggest risk growth nation changeclimate might look like something happening something others worry,africa,2018,July,"['5bglobal', 'future', 'threat', 'present', 'day', 'reality', 'must', 'understand', 'biggest', 'risk', 'growth', 'nation', 'changeclimate', 'might', 'look', 'like', 'something', 'happening', 'something', 'others', 'worry']",0.285,0.542,0.173,-0.5106,negative
4dfarmers developed habit bush burning thereby destroying diversity land also increasing co levels drastically farmers largest contributor,africa,2018,July,"['4dfarmers', 'developed', 'habit', 'bush', 'burning', 'thereby', 'destroying', 'diversity', 'land', 'also', 'increasing', 'co', 'levels', 'drastically', 'farmers', 'largest', 'contributor']",0.184,0.816,0.0,-0.5574,negative
tell real ireland hotter lanza rn,africa,2018,June,"['tell', 'real', 'ireland', 'hotter', 'lanza', 'rn']",0.0,1.0,0.0,0.0,neutral
im pretty sure threat scientific literature e busting ass making sure combustion engines become obsolete thus reducing amount greenhouse gases released atmosphere,africa,2018,June,"['im', 'pretty', 'sure', 'threat', 'scientific', 'literature', 'e', 'busting', 'ass', 'making', 'sure', 'combustion', 'engines', 'become', 'obsolete', 'thus', 'reducing', 'amount', 'greenhouse', 'gases', 'released', 'atmosphere']",0.285,0.47,0.245,-0.3182,negative
worlds vegetable supply reduced third 2050 due warmingafter focus year makes breaks humanity,africa,2018,June,"['worlds', 'vegetable', 'supply', 'reduced', 'third', '2050', 'due', 'warmingafter', 'focus', 'year', 'makes', 'breaks', 'humanity']",0.0,1.0,0.0,0.0,neutral
warmingiceland melts russia,africa,2018,June,"['warmingiceland', 'melts', 'russia']",0.0,1.0,0.0,0.0,neutral
sir john gets award fight unemployment,africa,2018,June,"['sir', 'john', 'gets', 'award', 'fight', 'unemployment']",0.458,0.25,0.292,-0.25,neutral
reading realise humanity careful might finally kill really hope turn around done past problems,africa,2018,June,"['reading', 'realise', 'humanity', 'careful', 'might', 'finally', 'kill', 'really', 'hope', 'turn', 'around', 'done', 'past', 'problems']",0.333,0.451,0.216,-0.5584,negative
solutions need find shortest time possible,africa,2018,June,"['solutions', 'need', 'find', 'shortest', 'time', 'possible']",0.0,0.746,0.254,0.1779,neutral
30 years warning rightquestion get mess,africa,2018,June,"['30', 'years', 'warning', 'rightquestion', 'get', 'mess']",0.551,0.449,0.0,-0.5994,negative
funny called experts pushing agenda always misplace facts hide others like saying coal mining push food security pushing spoil environment achieve good security,africa,2018,June,"['funny', 'called', 'experts', 'pushing', 'agenda', 'always', 'misplace', 'facts', 'hide', 'others', 'like', 'saying', 'coal', 'mining', 'push', 'food', 'security', 'pushing', 'spoil', 'environment', 'achieve', 'good', 'security']",0.053,0.535,0.412,0.886,positive
huge impact story,africa,2018,June,"['huge', 'impact', 'story']",0.0,0.465,0.535,0.3182,positive
guyz main reason freakin coldis ozone layer dating rae confirm,africa,2018,June,"['guyz', 'main', 'reason', 'freakin', 'coldis', 'ozone', 'layer', 'dating', 'rae', 'confirm']",0.0,1.0,0.0,0.0,neutral
cant sleep wants conversation,africa,2018,June,"['cant', 'sleep', 'wants', 'conversation']",0.0,1.0,0.0,0.0,neutral
cutesy effects greenhouse emission pollutants running time something must done,africa,2018,June,"['cutesy', 'effects', 'greenhouse', 'emission', 'pollutants', 'running', 'time', 'something', 'must', 'done']",0.0,0.744,0.256,0.4767,positive
cattle farming contribute significantly,africa,2018,June,"['cattle', 'farming', 'contribute', 'significantly']",0.0,1.0,0.0,0.0,neutral
guys heading time nys arrests looked getting woods since president joined g7 group longer deals small corruption matters deals big ones like construction family market,africa,2018,June,"['guys', 'heading', 'time', 'nys', 'arrests', 'looked', 'getting', 'woods', 'since', 'president', 'joined', 'g7', 'group', 'longer', 'deals', 'small', 'corruption', 'matters', 'deals', 'big', 'ones', 'like', 'construction', 'family', 'market']",0.102,0.772,0.126,-0.0772,neutral
would lovely sustainableif happen,africa,2018,June,"['would', 'lovely', 'sustainableif', 'happen']",0.0,0.441,0.559,0.5859,positive
first held 1974 flagship campaign raising awareness emerging environmental issues marine pollution human overpopulation sustainable consumption wildlife crime,africa,2018,June,"['first', 'held', '1974', 'flagship', 'campaign', 'raising', 'awareness', 'emerging', 'environmental', 'issues', 'marine', 'pollution', 'human', 'overpopulation', 'sustainable', 'consumption', 'wildlife', 'crime']",0.167,0.766,0.067,-0.4767,negative
majestic tour roof africa one popular naturefriendly airports around board kq434,africa,2018,May,"['majestic', 'tour', 'roof', 'africa', 'one', 'popular', 'naturefriendly', 'airports', 'around', 'board', 'kq434']",0.0,0.781,0.219,0.4215,positive
cold africa real,africa,2018,May,"['cold', 'africa', 'real']",0.0,1.0,0.0,0.0,neutral
careful effects different combustion gases produced sulphur dioxide affect cause acidic rain,africa,2018,May,"['careful', 'effects', 'different', 'combustion', 'gases', 'produced', 'sulphur', 'dioxide', 'affect', 'cause', 'acidic', 'rain']",0.0,0.873,0.127,0.1531,neutral
love image representing temperature rise since 1850,africa,2018,May,"['love', 'image', 'representing', 'temperature', 'rise', 'since', '1850']",0.0,0.588,0.412,0.6369,positive
lets always conserve african environment way well improve even air breathcontrolling,africa,2018,May,"['lets', 'always', 'conserve', 'african', 'environment', 'way', 'well', 'improve', 'even', 'air', 'breathcontrolling']",0.0,0.643,0.357,0.6124,positive
truth real amp humans major contributors mainly becoz wastefully burn fossil fuels join 25th 2018,africa,2018,May,"['truth', 'real', 'amp', 'humans', 'major', 'contributors', 'mainly', 'becoz', 'wastefully', 'burn', 'fossil', 'fuels', 'join', '25th', '2018']",0.0,0.743,0.257,0.5423,positive
guess happy person tweets artistes comedians using platforms raise awareness worlds biggest challenge,africa,2018,May,"['guess', 'happy', 'person', 'tweets', 'artistes', 'comedians', 'using', 'platforms', 'raise', 'awareness', 'worlds', 'biggest', 'challenge']",0.0,0.581,0.419,0.7351,positive
unfortunately bovi lifes work centered lives could destroyed amp ignorance adaption slower africa wish sense humor response clearly shows youre touch,africa,2018,May,"['unfortunately', 'bovi', 'lifes', 'work', 'centered', 'lives', 'could', 'destroyed', 'amp', 'ignorance', 'adaption', 'slower', 'africa', 'wish', 'sense', 'humor', 'response', 'clearly', 'shows', 'youre', 'touch']",0.265,0.49,0.245,-0.1531,neutral
pray healing scars landscape wrought volcanic past also gradual made largest desert amp semidesert area europe come,africa,2018,May,"['pray', 'healing', 'scars', 'landscape', 'wrought', 'volcanic', 'past', 'also', 'gradual', 'made', 'largest', 'desert', 'amp', 'semidesert', 'area', 'europe', 'come']",0.0,0.874,0.126,0.3182,positive
whats weather yo whole got tripping,africa,2018,May,"['whats', 'weather', 'yo', 'whole', 'got', 'tripping']",0.0,1.0,0.0,0.0,neutral
hear carbon emissions deforestation destruction habitats extinction species worst albeit overlooked lost human mind,africa,2018,May,"['hear', 'carbon', 'emissions', 'deforestation', 'destruction', 'habitats', 'extinction', 'species', 'worst', 'albeit', 'overlooked', 'lost', 'human', 'mind']",0.528,0.472,0.0,-0.8807,negative
sure sad thing doesnt discriminate affects,africa,2018,May,"['sure', 'sad', 'thing', 'doesnt', 'discriminate', 'affects']",0.33,0.426,0.245,-0.2023,neutral
air pollution coalfired power plants linked asthma cancer heart lung ailmentsneurological problems acid rain severe environmental public health impacts,africa,2018,May,"['air', 'pollution', 'coalfired', 'power', 'plants', 'linked', 'asthma', 'cancer', 'heart', 'lung', 'ailmentsneurological', 'problems', 'acid', 'rain', 'severe', 'environmental', 'public', 'health', 'impacts']",0.377,0.623,0.0,-0.8658,negative
showering egypt,africa,2018,May,"['showering', 'egypt']",0.0,1.0,0.0,0.0,neutral
pilot jack whole pilotah,africa,2018,April,"['pilot', 'jack', 'whole', 'pilotah']",0.0,1.0,0.0,0.0,neutral
hi boo want discuss effects get jollof ready,africa,2018,April,"['hi', 'boo', 'want', 'discuss', 'effects', 'get', 'jollof', 'ready']",0.0,0.612,0.388,0.4215,positive
happy india,africa,2018,April,"['happy', 'india']",0.0,0.213,0.787,0.5719,positive
eti riddim cant wait hear burn rae,africa,2018,April,"['eti', 'riddim', 'cant', 'wait', 'hear', 'burn', 'rae']",0.0,1.0,0.0,0.0,neutral
remains major challenge seek tackle changemultifaceted conversations ongoing kenya ke,africa,2018,April,"['remains', 'major', 'challenge', 'seek', 'tackle', 'changemultifaceted', 'conversations', 'ongoing', 'kenya', 'ke']",0.0,0.874,0.126,0.0772,neutral
must reflect redefine connection mother earth fully reclaim restore planet aid kenya gai,africa,2018,April,"['must', 'reflect', 'redefine', 'connection', 'mother', 'earth', 'fully', 'reclaim', 'restore', 'planet', 'aid', 'kenya', 'gai']",0.0,0.829,0.171,0.3566,positive
raining water flowing mtkilimanjaro caused floods broke roadis,africa,2018,April,"['raining', 'water', 'flowing', 'mtkilimanjaro', 'caused', 'floods', 'broke', 'roadis']",0.286,0.714,0.0,-0.4215,negative
biomass biogas fuels encouraged reduce dry mass increases fumes atmosphere gradually reduce effect says minister energy,africa,2018,April,"['biomass', 'biogas', 'fuels', 'encouraged', 'reduce', 'dry', 'mass', 'increases', 'fumes', 'atmosphere', 'gradually', 'reduce', 'effect', 'says', 'minister', 'energy']",0.059,0.695,0.246,0.5423,positive
90 americans top concern 2017 summer poll bloomberg,africa,2018,March,"['90', 'americans', 'top', 'concern', '2017', 'summer', 'poll', 'bloomberg']",0.0,0.795,0.205,0.2023,neutral
iss pele,africa,2018,March,"['iss', 'pele']",0.0,1.0,0.0,0.0,neutral
cybercrime costs world 3 billion dollars globally much hard drugs human trafficking put together globally,africa,2018,March,"['cybercrime', 'costs', 'world', '3', 'billion', 'dollars', 'globally', 'much', 'hard', 'drugs', 'human', 'trafficking', 'put', 'together', 'globally']",0.097,0.903,0.0,-0.1027,neutral
fight edo state,africa,2018,March,"['fight', 'edo', 'state']",0.565,0.435,0.0,-0.3818,negative
conservation agriculture raises amount organic matter soil acts carbon sink reduces,africa,2018,March,"['conservation', 'agriculture', 'raises', 'amount', 'organic', 'matter', 'soil', 'acts', 'carbon', 'sink', 'reduces']",0.0,0.901,0.099,0.0258,neutral
trees needed capture carbon atmosphere prevent profjulius tanui ke,africa,2018,March,"['trees', 'needed', 'capture', 'carbon', 'atmosphere', 'prevent', 'profjulius', 'tanui', 'ke']",0.0,0.879,0.121,0.0258,neutral
