content,place,year,month,content_token
serious,africa,2019,April,['serious']
care apply win free scholarship participate international summer camp high school students sustainability resource protection information visit spread word,africa,2019,April,"['care', 'apply', 'win', 'free', 'scholarship', 'participate', 'international', 'summer', 'camp', 'high', 'school', 'students', 'sustainability', 'resource', 'protection', 'information', 'visit', 'spread', 'word']"
breath trees gone cut make warm build houses afforestation yet kept complaining warmingsave trees heal world,africa,2019,April,"['breath', 'trees', 'gone', 'cut', 'make', 'warm', 'build', 'houses', 'afforestation', 'yet', 'kept', 'complaining', 'warmingsave', 'trees', 'heal', 'world']"
maybe plan invest irrigation set near future real,africa,2019,April,"['maybe', 'plan', 'invest', 'irrigation', 'set', 'near', 'future', 'real']"
shame story true lovely suggests humans farsighted planning preparation required issues like eg silver lining proof need journalists fact check,africa,2019,April,"['shame', 'story', 'true', 'lovely', 'suggests', 'humans', 'farsighted', 'planning', 'preparation', 'required', 'issues', 'like', 'eg', 'silver', 'lining', 'proof', 'need', 'journalists', 'fact', 'check']"
dark clouds disappear land lays bare soil layertill must men awarethat scareanthony carries flaresfor hope tomorrow disappearhow must dareto slay dragon must flair,africa,2019,April,"['dark', 'clouds', 'disappear', 'land', 'lays', 'bare', 'soil', 'layertill', 'must', 'men', 'awarethat', 'scareanthony', 'carries', 'flaresfor', 'hope', 'tomorrow', 'disappearhow', 'must', 'dareto', 'slay', 'dragon', 'must', 'flair']"
1 dark clouds disappear land lays bare soil layertill must men awarethat scareanthony davids carries flaresfor hope tomorrow disappearhow must dareto slay dragon must flairin approach,africa,2019,April,"['1', 'dark', 'clouds', 'disappear', 'land', 'lays', 'bare', 'soil', 'layertill', 'must', 'men', 'awarethat', 'scareanthony', 'davids', 'carries', 'flaresfor', 'hope', 'tomorrow', 'disappearhow', 'must', 'dareto', 'slay', 'dragon', 'must', 'flairin', 'approach']"
middle eastits april 15thits cold area time year rainingglobal bitch,africa,2019,April,"['middle', 'eastits', 'april', '15thits', 'cold', 'area', 'time', 'year', 'rainingglobal', 'bitch']"
born cool made hot,africa,2019,April,"['born', 'cool', 'made', 'hot']"
real show gotea king kaka,africa,2019,April,"['real', 'show', 'gotea', 'king', 'kaka']"
tracyo serious glanced tl omg think guys reason behind,africa,2019,April,"['tracyo', 'serious', 'glanced', 'tl', 'omg', 'think', 'guys', 'reason', 'behind']"
observe despite rain weather old chilling,africa,2019,April,"['observe', 'despite', 'rain', 'weather', 'old', 'chilling']"
rains failing kenya one lowest rainfall season memory forecast april 30 long term average mean april pundits economists need revise growth projections soon causing havoc weather,africa,2019,April,"['rains', 'failing', 'kenya', 'one', 'lowest', 'rainfall', 'season', 'memory', 'forecast', 'april', '30', 'long', 'term', 'average', 'mean', 'april', 'pundits', 'economists', 'need', 'revise', 'growth', 'projections', 'soon', 'causing', 'havoc', 'weather']"
environmental challenge generation imperative act latejohn delaney,africa,2019,April,"['environmental', 'challenge', 'generation', 'imperative', 'act', 'latejohn', 'delaney']"
cause trying reinvent wheel,africa,2019,April,"['cause', 'trying', 'reinvent', 'wheel']"
lie ashe,africa,2019,April,"['lie', 'ashe']"
men given earth dominate every action inaction creates chain effects blame god man think simple example question god intervene,africa,2019,April,"['men', 'given', 'earth', 'dominate', 'every', 'action', 'inaction', 'creates', 'chain', 'effects', 'blame', 'god', 'man', 'think', 'simple', 'example', 'question', 'god', 'intervene']"
issue,africa,2019,April,['issue']
hear take place last night,africa,2019,April,"['hear', 'take', 'place', 'last', 'night']"
hectic,africa,2019,April,['hectic']
next 10 years earth 4 times hotter today himalayan glaciers melting rapid rate lets join hands fight plant trees less energy less water,africa,2019,April,"['next', '10', 'years', 'earth', '4', 'times', 'hotter', 'today', 'himalayan', 'glaciers', 'melting', 'rapid', 'rate', 'lets', 'join', 'hands', 'fight', 'plant', 'trees', 'less', 'energy', 'less', 'water']"
nigeria cannot normal common reach turn roasting oddyampoddreamy,africa,2019,April,"['nigeria', 'can', 'not', 'normal', 'common', 'reach', 'turn', 'roasting', 'oddyampoddreamy']"
tell opinion google suggest solution might win prizes w,africa,2019,April,"['tell', 'opinion', 'google', 'suggest', 'solution', 'might', 'win', 'prizes', 'w']"
hilarious real stay sunget corporate job hiring,africa,2019,April,"['hilarious', 'real', 'stay', 'sunget', 'corporate', 'job', 'hiring']"
opening renewable energy demonstration site timely part world efforts students studying renewable energy able increase clean energy especially,africa,2019,April,"['opening', 'renewable', 'energy', 'demonstration', 'site', 'timely', 'part', 'world', 'efforts', 'students', 'studying', 'renewable', 'energy', 'able', 'increase', 'clean', 'energy', 'especially']"
real need work together save planet,africa,2019,April,"['real', 'need', 'work', 'together', 'save', 'planet']"
experiencing new wave heat nigeria like never experienced high time start taking trees serious need need stop indiscriminate cutting trees env,africa,2019,April,"['experiencing', 'new', 'wave', 'heat', 'nigeria', 'like', 'never', 'experienced', 'high', 'time', 'start', 'taking', 'trees', 'serious', 'need', 'need', 'stop', 'indiscriminate', 'cutting', 'trees', 'env']"
experiencing new wave heat nigeria like never experienced high time start taking trees serious need need stop indiscriminate cutting trees,africa,2019,April,"['experiencing', 'new', 'wave', 'heat', 'nigeria', 'like', 'never', 'experienced', 'high', 'time', 'start', 'taking', 'trees', 'serious', 'need', 'need', 'stop', 'indiscriminate', 'cutting', 'trees']"
sir,africa,2019,April,['sir']
comes green new deal amp waiting right conservatives amp libertarians share plans attack ideas amp leaders without sharing alternatives amp spreading lies,africa,2019,April,"['comes', 'green', 'new', 'deal', 'amp', 'waiting', 'right', 'conservatives', 'amp', 'libertarians', 'share', 'plans', 'attack', 'ideas', 'amp', 'leaders', 'without', 'sharing', 'alternatives', 'amp', 'spreading', 'lies']"
4 degree scenario huge area lagos would water lekki free trade zone new deep sea port currently construction way north surulere lagos mainland,africa,2019,April,"['4', 'degree', 'scenario', 'huge', 'area', 'lagos', 'would', 'water', 'lekki', 'free', 'trade', 'zone', 'new', 'deep', 'sea', 'port', 'currently', 'construction', 'way', 'north', 'surulere', 'lagos', 'mainland']"
projection map lagos shows mega city flooded 2 degree scenario coastal areas lekki phase 1 totally submerged whilst lagos island amuwo odofin partially water,africa,2019,April,"['projection', 'map', 'lagos', 'shows', 'mega', 'city', 'flooded', '2', 'degree', 'scenario', 'coastal', 'areas', 'lekki', 'phase', '1', 'totally', 'submerged', 'whilst', 'lagos', 'island', 'amuwo', 'odofin', 'partially', 'water']"
raised sea level 8 inches since 1880 rate rise accelerating rising seas dramatically increase odds damaging floods storm surges,africa,2019,April,"['raised', 'sea', 'level', '8', 'inches', 'since', '1880', 'rate', 'rise', 'accelerating', 'rising', 'seas', 'dramatically', 'increase', 'odds', 'damaging', 'floods', 'storm', 'surges']"
sister sole reason also reason earth green anymore,africa,2019,April,"['sister', 'sole', 'reason', 'also', 'reason', 'earth', 'green', 'anymore']"
real,africa,2019,April,['real']
ammati guy frying,africa,2019,April,"['ammati', 'guy', 'frying']"
lie god heat,africa,2019,April,"['lie', 'god', 'heat']"
real currently experiencing extreme temperatures today failed act yesterday favor chapel international,africa,2019,April,"['real', 'currently', 'experiencing', 'extreme', 'temperatures', 'today', 'failed', 'act', 'yesterday', 'favor', 'chapel', 'international']"
2019 experiencing hottest temperature el nio event,africa,2019,April,"['2019', 'experiencing', 'hottest', 'temperature', 'el', 'nio', 'event']"
things like reason,africa,2019,March,"['things', 'like', 'reason']"
somebody wii shout another level abuja,africa,2019,March,"['somebody', 'wii', 'shout', 'another', 'level', 'abuja']"
real many population affected result something,africa,2019,March,"['real', 'many', 'population', 'affected', 'result', 'something']"
omo real feel heat,africa,2019,March,"['omo', 'real', 'feel', 'heat']"
prevent,africa,2019,March,['prevent']
must world peace,africa,2019,March,"['must', 'world', 'peace']"
disown nigeria country vagarious hot vainkan uba nigerian,africa,2019,March,"['disown', 'nigeria', 'country', 'vagarious', 'hot', 'vainkan', 'uba', 'nigerian']"
went pool today ground near hot nearly burnt feet scary,africa,2019,March,"['went', 'pool', 'today', 'ground', 'near', 'hot', 'nearly', 'burnt', 'feet', 'scary']"
niggas bout cut bout burn,africa,2019,March,"['niggas', 'bout', 'cut', 'bout', 'burn']"
fiscal policybitcoin investment space tourism averted,africa,2019,March,"['fiscal', 'policybitcoin', 'investment', 'space', 'tourism', 'averted']"
greatest threat human species man made artificial intelligence nuclear war,africa,2019,March,"['greatest', 'threat', 'human', 'species', 'man', 'made', 'artificial', 'intelligence', 'nuclear', 'war']"
cos last ass show europe ass shows cause,africa,2019,March,"['cos', 'last', 'ass', 'show', 'europe', 'ass', 'shows', 'cause']"
humans root cause ones correct nairobi kenya,africa,2019,March,"['humans', 'root', 'cause', 'ones', 'correct', 'nairobi', 'kenya']"
abeg people try turn roasted cat fish nigeria,africa,2019,March,"['abeg', 'people', 'try', 'turn', 'roasted', 'cat', 'fish', 'nigeria']"
special report 15c intergovernmental panel ch report shows end 2017 temperatures risen 10c,africa,2019,March,"['special', 'report', '15c', 'intergovernmental', 'panel', 'ch', 'report', 'shows', 'end', '2017', 'temperatures', 'risen', '10c']"
literally march 26th rainy cold ass day wtf,africa,2019,March,"['literally', 'march', '26th', 'rainy', 'cold', 'ass', 'day', 'wtf']"
,africa,2019,March,[]
real yoo,africa,2019,March,"['real', 'yoo']"
ala ilireduce rule 30 days zama zangu game ilikuwa 90 days,africa,2019,March,"['ala', 'ilireduce', 'rule', '30', 'days', 'zama', 'zangu', 'game', 'ilikuwa', '90', 'days']"
heat nairobiquite unusual late march temperature 35 almost 5 pm,africa,2019,March,"['heat', 'nairobiquite', 'unusual', 'late', 'march', 'temperature', '35', 'almost', '5', 'pm']"
makurdithe breaking point amp,africa,2019,March,"['makurdithe', 'breaking', 'point', 'amp']"
makes sad polar bear need fight,africa,2019,March,"['makes', 'sad', 'polar', 'bear', 'need', 'fight']"
assar lives prof chris gordon magaret angula michele leone contributing discussions limiting 15 degrees africa summit accra ug angula idrc mleone,africa,2019,March,"['assar', 'lives', 'prof', 'chris', 'gordon', 'magaret', 'angula', 'michele', 'leone', 'contributing', 'discussions', 'limiting', '15', 'degrees', 'africa', 'summit', 'accra', 'ug', 'angula', 'idrc', 'mleone']"
looks like fiction reality scientists forced side agenda remain silent unfounded governments cabals everywhere,africa,2019,March,"['looks', 'like', 'fiction', 'reality', 'scientists', 'forced', 'side', 'agenda', 'remain', 'silent', 'unfounded', 'governments', 'cabals', 'everywhere']"
someone looked today saidglobal real man soar throat fever sign course wait true,africa,2019,March,"['someone', 'looked', 'today', 'saidglobal', 'real', 'man', 'soar', 'throat', 'fever', 'sign', 'course', 'wait', 'true']"
also called refers rise average surface temperatures earth,africa,2019,March,"['also', 'called', 'refers', 'rise', 'average', 'surface', 'temperatures', 'earth']"
future planet hands,africa,2019,March,"['future', 'planet', 'hands']"
consequences president macron,africa,2019,March,"['consequences', 'president', 'macron']"
fight societies inclusive equal women men provide opportunities president macron,africa,2019,March,"['fight', 'societies', 'inclusive', 'equal', 'women', 'men', 'provide', 'opportunities', 'president', 'macron']"
yes crush among,africa,2019,March,"['yes', 'crush', 'among']"
,africa,2019,March,[]
,africa,2019,March,[]
boiling point lagosless talk actiona tree per persona community timethe world together,africa,2019,March,"['boiling', 'point', 'lagosless', 'talk', 'actiona', 'tree', 'per', 'persona', 'community', 'timethe', 'world', 'together']"
,africa,2019,March,[]
bright side 100 great grandchildren beachfront property,africa,2019,March,"['bright', 'side', '100', 'great', 'grandchildren', 'beachfront', 'property']"
give light generatorthis heat,africa,2019,March,"['give', 'light', 'generatorthis', 'heat']"
every one concerns subject stake holder must considered present dispensation,africa,2019,March,"['every', 'one', 'concerns', 'subject', 'stake', 'holder', 'must', 'considered', 'present', 'dispensation']"
,africa,2019,March,[]
amp phenomenon must deal proactively must sustainable agriculture benue deliberate plansprogramsproject must initiated sdgs amp greenhouse projectsnational livestock transformation program vital polices amp guide,africa,2019,March,"['amp', 'phenomenon', 'must', 'deal', 'proactively', 'must', 'sustainable', 'agriculture', 'benue', 'deliberate', 'plansprogramsproject', 'must', 'initiated', 'sdgs', 'amp', 'greenhouse', 'projectsnational', 'livestock', 'transformation', 'program', 'vital', 'polices', 'amp', 'guide']"
code bkay,africa,2019,March,"['code', 'bkay']"
fear,africa,2019,March,['fear']
thought like suddenly get hot actually effect,africa,2019,March,"['thought', 'like', 'suddenly', 'get', 'hot', 'actually', 'effect']"
joeeee gods sake scientists find cure hivaidsthey interested cooking world,africa,2019,March,"['joeeee', 'gods', 'sake', 'scientists', 'find', 'cure', 'hivaidsthey', 'interested', 'cooking', 'world']"
til single issue opinion people believe science line withif believe science must believe deny abortion believe trans women women women men,africa,2019,March,"['til', 'single', 'issue', 'opinion', 'people', 'believe', 'science', 'line', 'withif', 'believe', 'science', 'must', 'believe', 'deny', 'abortion', 'believe', 'trans', 'women', 'women', 'women', 'men']"
penny every time someone complained heat id enough money reverse,africa,2019,March,"['penny', 'every', 'time', 'someone', 'complained', 'heat', 'id', 'enough', 'money', 'reverse']"
live circanonpareil come experience circa lifestyle todayglobal sunday featuring,africa,2019,March,"['live', 'circanonpareil', 'come', 'experience', 'circa', 'lifestyle', 'todayglobal', 'sunday', 'featuring']"
,africa,2019,March,[]
evident already tobis head btw avi fiyaaaaa,africa,2019,March,"['evident', 'already', 'tobis', 'head', 'btw', 'avi', 'fiyaaaaa']"
jagz,africa,2019,March,['jagz']
world wildlife day joining campaign drive awakening need protect oceans amp marine life penguins face many threats including natural predation sharks sealsjoin campaign ci,africa,2019,March,"['world', 'wildlife', 'day', 'joining', 'campaign', 'drive', 'awakening', 'need', 'protect', 'oceans', 'amp', 'marine', 'life', 'penguins', 'face', 'many', 'threats', 'including', 'natural', 'predation', 'sharks', 'sealsjoin', 'campaign', 'ci']"
kind thinking gave,africa,2019,March,"['kind', 'thinking', 'gave']"
helvellyn 36026th feb 2019 warmest winter day record,africa,2019,March,"['helvellyn', '36026th', 'feb', '2019', 'warmest', 'winter', 'day', 'record']"
146 place hot asf real everyone worrying moment 999999 chance cause take step today stand illegal logging adjumani district,africa,2019,February,"['146', 'place', 'hot', 'asf', 'real', 'everyone', 'worrying', 'moment', '999999', 'chance', 'cause', 'take', 'step', 'today', 'stand', 'illegal', 'logging', 'adjumani', 'district']"
2 fav indians opp sides love india 2 death pakistan threat india world act maybe late define borders war option,africa,2019,February,"['2', 'fav', 'indians', 'opp', 'sides', 'love', 'india', '2', 'death', 'pakistan', 'threat', 'india', 'world', 'act', 'maybe', 'late', 'define', 'borders', 'war', 'option']"
annoying boda guys ride sitting one bum cause,africa,2019,February,"['annoying', 'boda', 'guys', 'ride', 'sitting', 'one', 'bum', 'cause']"
think tackle issue,africa,2019,February,"['think', 'tackle', 'issue']"
leslfc really hot unusually apparently home though eh,africa,2019,February,"['leslfc', 'really', 'hot', 'unusually', 'apparently', 'home', 'though', 'eh']"
hankins least itll counteract nonexistent,africa,2019,February,"['hankins', 'least', 'itll', 'counteract', 'nonexistent']"
automobiles,africa,2019,February,['automobiles']
automobile,africa,2019,February,['automobile']
really responsible,africa,2019,February,"['really', 'responsible']"
hate hate whole agenda real,africa,2019,February,"['hate', 'hate', 'whole', 'agenda', 'real']"
call anymore,africa,2019,February,"['call', 'anymore']"
choices heat zafi fry rana green house gases burn hot sunshine ice cream cold zobo,africa,2019,February,"['choices', 'heat', 'zafi', 'fry', 'rana', 'green', 'house', 'gases', 'burn', 'hot', 'sunshine', 'ice', 'cream', 'cold', 'zobo']"
experiencing record breaking heat wave recent history ranging 36 40 degrees celsius real drink lots water avoid dehydration,africa,2019,February,"['experiencing', 'record', 'breaking', 'heat', 'wave', 'recent', 'history', 'ranging', '36', '40', 'degrees', 'celsius', 'real', 'drink', 'lots', 'water', 'avoid', 'dehydration']"
official 22nd february codevisit link register register owerri imo,africa,2019,February,"['official', '22nd', 'february', 'codevisit', 'link', 'register', 'register', 'owerri', 'imo']"
lagos one major cities around world scientists peojected unlivable within next century watch video find reasons,africa,2019,February,"['lagos', 'one', 'major', 'cities', 'around', 'world', 'scientists', 'peojected', 'unlivable', 'within', 'next', 'century', 'watch', 'video', 'find', 'reasons']"
limit 15c city play part urge join one planet city challenge work climatesafe future,africa,2019,February,"['limit', '15c', 'city', 'play', 'part', 'urge', 'join', 'one', 'planet', 'city', 'challenge', 'work', 'climatesafe', 'future']"
cities limit 15c 2030,africa,2019,February,"['cities', 'limit', '15c', '2030']"
solid waste management critical ever find latest article,africa,2019,February,"['solid', 'waste', 'management', 'critical', 'ever', 'find', 'latest', 'article']"
coastal erosion real strongest constructs survive monstrous power sea,africa,2019,February,"['coastal', 'erosion', 'real', 'strongest', 'constructs', 'survive', 'monstrous', 'power', 'sea']"
,africa,2019,February,[]
everyones responsibility save world planting trees directing industrial wastes water sources throwing dirty plastics anyhowly,africa,2019,February,"['everyones', 'responsibility', 'save', 'world', 'planting', 'trees', 'directing', 'industrial', 'wastes', 'water', 'sources', 'throwing', 'dirty', 'plastics', 'anyhowly']"
maureen archimedes didnt ice alaye ice melts apply simple concept melting polar ice caps causing flooding land sea level simple common sense,africa,2019,February,"['maureen', 'archimedes', 'didnt', 'ice', 'alaye', 'ice', 'melts', 'apply', 'simple', 'concept', 'melting', 'polar', 'ice', 'caps', 'causing', 'flooding', 'land', 'sea', 'level', 'simple', 'common', 'sense']"
lake chad longer dry longer affecting grazingwe start hear things electionskick buhari,africa,2019,February,"['lake', 'chad', 'longer', 'dry', 'longer', 'affecting', 'grazingwe', 'start', 'hear', 'things', 'electionskick', 'buhari']"
bye bye blueinspired little understanding mans destruction planet image credits belong alan mola photography,africa,2019,February,"['bye', 'bye', 'blueinspired', 'little', 'understanding', 'mans', 'destruction', 'planet', 'image', 'credits', 'belong', 'alan', 'mola', 'photography']"
try tune findings likeamericas climatechangeskepticinchiefdonald trump note polar vortex sent temperatures plummeting hemisphereis also product,africa,2019,February,"['try', 'tune', 'findings', 'likeamericas', 'climatechangeskepticinchiefdonald', 'trump', 'note', 'polar', 'vortex', 'sent', 'temperatures', 'plummeting', 'hemisphereis', 'also', 'product']"
icing oh ok better described,africa,2019,February,"['icing', 'oh', 'ok', 'better', 'described']"
fight,africa,2019,February,['fight']
myth,africa,2019,February,['myth']
human activities estimated caused approximately 10c 5 preindustrial levels likely range 08c 12c likely reach 15c btn 2030 amp 2052 continues increase current rate,africa,2019,February,"['human', 'activities', 'estimated', 'caused', 'approximately', '10c', '5', 'preindustrial', 'levels', 'likely', 'range', '08c', '12c', 'likely', 'reach', '15c', 'btn', '2030', 'amp', '2052', 'continues', 'increase', 'current', 'rate']"
,africa,2019,February,[]
turned upside,africa,2019,January,"['turned', 'upside']"
egusi shots morning breath finna break,africa,2019,January,"['egusi', 'shots', 'morning', 'breath', 'finna', 'break']"
typical tweet someone republican denies effect,africa,2019,January,"['typical', 'tweet', 'someone', 'republican', 'denies', 'effect']"
click continued minutes later talked dreams technology life one instant discussing foreign exchange swapping recipies next struggling get key card work giggling moaning panting,africa,2019,January,"['click', 'continued', 'minutes', 'later', 'talked', 'dreams', 'technology', 'life', 'one', 'instant', 'discussing', 'foreign', 'exchange', 'swapping', 'recipies', 'next', 'struggling', 'get', 'key', 'card', 'work', 'giggling', 'moaning', 'panting']"
raining like january really real,africa,2019,January,"['raining', 'like', 'january', 'really', 'real']"
total 72 polled americans personally important yale program communication highest level concern since yale started polling 2008,africa,2019,January,"['total', '72', 'polled', 'americans', 'personally', 'important', 'yale', 'program', 'communication', 'highest', 'level', 'concern', 'since', 'yale', 'started', 'polling', '2008']"
something tweet deniers trust models,africa,2019,January,"['something', 'tweet', 'deniers', 'trust', 'models']"
really stupid think like one big heatwave multiple factors including causing extremes weather ends scale meanwhile australia,africa,2019,January,"['really', 'stupid', 'think', 'like', 'one', 'big', 'heatwave', 'multiple', 'factors', 'including', 'causing', 'extremes', 'weather', 'ends', 'scale', 'meanwhile', 'australia']"
,africa,2019,January,[]
usually year becomes less less common probably,africa,2019,January,"['usually', 'year', 'becomes', 'less', 'less', 'common', 'probably']"
lagos reclaimed land water claim back taken,africa,2019,January,"['lagos', 'reclaimed', 'land', 'water', 'claim', 'back', 'taken']"
areal,africa,2019,January,['areal']
thing,africa,2019,January,['thing']
one causes child abuse taken serious third world country like nigeria caused industrialization ask howcausing respiratory diseases children federal government needs curb action,africa,2018,December,"['one', 'causes', 'child', 'abuse', 'taken', 'serious', 'third', 'world', 'country', 'like', 'nigeria', 'caused', 'industrialization', 'ask', 'howcausing', 'respiratory', 'diseases', 'children', 'federal', 'government', 'needs', 'curb', 'action']"
fight overcome rampant deforestation harmful greenhouse gases carbon dioxide emissions helping earth bestgrow sustain life,africa,2018,December,"['fight', 'overcome', 'rampant', 'deforestation', 'harmful', 'greenhouse', 'gases', 'carbon', 'dioxide', 'emissions', 'helping', 'earth', 'bestgrow', 'sustain', 'life']"
real santa shrunk giving shit gifts days,africa,2018,December,"['real', 'santa', 'shrunk', 'giving', 'shit', 'gifts', 'days']"
cyfa s3 ambassador aa,africa,2018,December,"['cyfa', 's3', 'ambassador', 'aa']"
miracle think bikinis december thank seriously though life gone vain one asleep,africa,2018,December,"['miracle', 'think', 'bikinis', 'december', 'thank', 'seriously', 'though', 'life', 'gone', 'vain', 'one', 'asleep']"
rather ask politics war syria gaza strip,africa,2018,December,"['rather', 'ask', 'politics', 'war', 'syria', 'gaza', 'strip']"
renewable energy affordable reliable beneficial environment health economy reduce emissions reduce air polution create new jobs,africa,2018,December,"['renewable', 'energy', 'affordable', 'reliable', 'beneficial', 'environment', 'health', 'economy', 'reduce', 'emissions', 'reduce', 'air', 'polution', 'create', 'new', 'jobs']"
reluctance developed countries reduce poor countries need develop achievement 15degrees cap risk official,africa,2018,December,"['reluctance', 'developed', 'countries', 'reduce', 'poor', 'countries', 'need', 'develop', 'achievement', '15degrees', 'cap', 'risk', 'official']"
aging worldin world full wars confusionin world nuclear paraphernalia world threatening human existencein world full political deception world countrygood morning world,africa,2018,December,"['aging', 'worldin', 'world', 'full', 'wars', 'confusionin', 'world', 'nuclear', 'paraphernalia', 'world', 'threatening', 'human', 'existencein', 'world', 'full', 'political', 'deception', 'world', 'countrygood', 'morning', 'world']"
experiencing lagos approaching middle december single sign harmattan lmao,africa,2018,December,"['experiencing', 'lagos', 'approaching', 'middle', 'december', 'single', 'sign', 'harmattan', 'lmao']"
nobel laureate physics pseudoscience,africa,2018,December,"['nobel', 'laureate', 'physics', 'pseudoscience']"
believe garbage nonsense,africa,2018,December,"['believe', 'garbage', 'nonsense']"
driver grew desert cc kigali rwanda,africa,2018,December,"['driver', 'grew', 'desert', 'cc', 'kigali', 'rwanda']"
dear politics nigeria got ideology era ozone depletion amp people around burning massive quantity brooms umbrellas polute environment cause environmental hazards ccitizen,africa,2018,December,"['dear', 'politics', 'nigeria', 'got', 'ideology', 'era', 'ozone', 'depletion', 'amp', 'people', 'around', 'burning', 'massive', 'quantity', 'brooms', 'umbrellas', 'polute', 'environment', 'cause', 'environmental', 'hazards', 'ccitizen']"
,africa,2018,December,[]
false choice enhance wellbeing limit future,africa,2018,December,"['false', 'choice', 'enhance', 'wellbeing', 'limit', 'future']"
action lives better uns regional coordinator africa tells dw asked continent dealing needs future,africa,2018,December,"['action', 'lives', 'better', 'uns', 'regional', 'coordinator', 'africa', 'tells', 'dw', 'asked', 'continent', 'dealing', 'needs', 'future']"
aggressive adoption clean renewable sources energy imperative keep 15 degrees celsius,africa,2018,December,"['aggressive', 'adoption', 'clean', 'renewable', 'sources', 'energy', 'imperative', 'keep', '15', 'degrees', 'celsius']"
,africa,2018,December,[]
afforestation curb thanks,africa,2018,December,"['afforestation', 'curb', 'thanks']"
yesterday friend thinking nigeria people eaten talking,africa,2018,December,"['yesterday', 'friend', 'thinking', 'nigeria', 'people', 'eaten', 'talking']"
affect victims,africa,2018,December,"['affect', 'victims']"
girls bath daily contribute,africa,2018,December,"['girls', 'bath', 'daily', 'contribute']"
posted group chat thought share,africa,2018,November,"['posted', 'group', 'chat', 'thought', 'share']"
nothing politics corruption,africa,2018,November,"['nothing', 'politics', 'corruption']"
wont tackle elites role dim sunlight smh,africa,2018,November,"['wont', 'tackle', 'elites', 'role', 'dim', 'sunlight', 'smh']"
leanxv hmm,africa,2018,November,"['leanxv', 'hmm']"
,africa,2018,November,[]
yall emotional none,africa,2018,November,"['yall', 'emotional', 'none']"
yet run pompous white capitalist stubbornly insists myth stating 2012 concept created amp chinese order make manufacturing noncompetitive,africa,2018,November,"['yet', 'run', 'pompous', 'white', 'capitalist', 'stubbornly', 'insists', 'myth', 'stating', '2012', 'concept', 'created', 'amp', 'chinese', 'order', 'make', 'manufacturing', 'noncompetitive']"
bayelsa state royal highness king alfred diette spiff charged people coastal communities niger delta region take necessary measures guard negative effects amp near future corroborating,africa,2018,November,"['bayelsa', 'state', 'royal', 'highness', 'king', 'alfred', 'diette', 'spiff', 'charged', 'people', 'coastal', 'communities', 'niger', 'delta', 'region', 'take', 'necessary', 'measures', 'guard', 'negative', 'effects', 'amp', 'near', 'future', 'corroborating']"
niger delta region earlier permanent secretary ministry niger delta affairs aliyu aminu bisalla noted amp posed serious challenges niger delta region added pace increasing,africa,2018,November,"['niger', 'delta', 'region', 'earlier', 'permanent', 'secretary', 'ministry', 'niger', 'delta', 'affairs', 'aliyu', 'aminu', 'bisalla', 'noted', 'amp', 'posed', 'serious', 'challenges', 'niger', 'delta', 'region', 'added', 'pace', 'increasing']"
call much heat resulting heavy rain,africa,2018,November,"['call', 'much', 'heat', 'resulting', 'heavy', 'rain']"
awareness message issues students,africa,2018,November,"['awareness', 'message', 'issues', 'students']"
weak kai like e make stop sometin,africa,2018,November,"['weak', 'kai', 'like', 'e', 'make', 'stop', 'sometin']"
much hoax bs made al bore,africa,2018,November,"['much', 'hoax', 'bs', 'made', 'al', 'bore']"
biggest hoaxes ever pulled,africa,2018,November,"['biggest', 'hoaxes', 'ever', 'pulled']"
flip side never knew nigeria much coal wow something could used since china india started mismanagement gone country sha,africa,2018,November,"['flip', 'side', 'never', 'knew', 'nigeria', 'much', 'coal', 'wow', 'something', 'could', 'used', 'since', 'china', 'india', 'started', 'mismanagement', 'gone', 'country', 'sha']"
darcekid baba mess cock thinking,africa,2018,November,"['darcekid', 'baba', 'mess', 'cock', 'thinking']"
ramification planet hotter yesterday nothing rhetoric denial makes worse action needed immediately,africa,2018,November,"['ramification', 'planet', 'hotter', 'yesterday', 'nothing', 'rhetoric', 'denial', 'makes', 'worse', 'action', 'needed', 'immediately']"
greenhouse effects increase ever daily basis plant tree today mini garden save warmingespecially part,africa,2018,November,"['greenhouse', 'effects', 'increase', 'ever', 'daily', 'basis', 'plant', 'tree', 'today', 'mini', 'garden', 'save', 'warmingespecially', 'part']"
real,africa,2018,November,['real']
increasing cost electric grid power fluctuation effects solar energy best solution curb thisgadgetronix supply install solar power energy affordable recurring cost installed,africa,2018,November,"['increasing', 'cost', 'electric', 'grid', 'power', 'fluctuation', 'effects', 'solar', 'energy', 'best', 'solution', 'curb', 'thisgadgetronix', 'supply', 'install', 'solar', 'power', 'energy', 'affordable', 'recurring', 'cost', 'installed']"
dey hia better things chale eg adentamadina footbridges solution come bring sexuality nkwasiasem biaa,africa,2018,November,"['dey', 'hia', 'better', 'things', 'chale', 'eg', 'adentamadina', 'footbridges', 'solution', 'come', 'bring', 'sexuality', 'nkwasiasem', 'biaa']"
haya mimi ben politely trying get white cap guy wholl talk oh sigmund freud future humanity,africa,2018,November,"['haya', 'mimi', 'ben', 'politely', 'trying', 'get', 'white', 'cap', 'guy', 'wholl', 'talk', 'oh', 'sigmund', 'freud', 'future', 'humanity']"
one blamed,africa,2018,November,"['one', 'blamed']"
,africa,2018,November,[]
